sentence,label
Barrierefreiheit in Bussen in Pinneberg.,1
Barrierefreiheit auf Straßen und Wegen.,1
Inklusion in allen Bereichen für Menschen mit Behinderung.,1
Infos für Menschen mit Behinderung von der Stadt Pinneberg.,1
Der Beirat ist an Ideen zu Maßnahmen für Menschen mit Behinderung beteiligt.,1
"Und daran, wie die Ideen umgesetzt werden.",1
Einige Gruppen oder Firmen machen Angebote für Menschen mit Behinderung.,1
Der Beirat ist Ansprech-Partner für Fragen an Menschen mit Behinderungen in Pinneberg.,1
Der Beirat fördert Gespräche mit Gruppen oder Firmen.,1
Und Gespräche mit anderen Beiräten.,1
Paragraf 3 Diese Personen sind im Beirat für Menschen mit Behinderung In der Stadt Pinneberg gibt es den Beirat für Menschen mit Behinderungen.,1
Dieser Beirat hat 9 Mitglieder.,1
Dies sind Menschen mit Behinderungen und wohnen in Pinneberg.,1
Assistenten können Ihnen helfen.,1
Es gibt verschiedene Gruppen von Menschen mit Behinderung.,1
Für 6 von diesen Gruppen gilt: Mindestens 1 Mitglied soll diese Gruppe im Beirat vertreten.,1
Das sind die 6 Gruppen: Menschen mit körperlicher Behinderung Menschen mit seelischer Behinderung Menschen mit geistiger Behinderung Blinde oder sehbehinderte Menschen Gehörlose oder schwerhörige Menschen Menschen mit einer sehr lange dauernden Erkrankung.,1
Solche Krankheiten heißen auch chronische Erkrankungen.,1
Zum Beispiel Rheuma oder Allergien.,1
Auch diese Menschen dürfen Mitglied im Beirat werden: Eltern von Kindern mit Behinderungen oder gesetzliche Betreuer von Angehörigen Der Bürgermeister darf zu den Sitzungen vom Beirat kommen.,1
Er darf auch in den Sitzungen etwas sagen.,1
Er kann auch einen Antrag stellen.,1
Das gilt nur für Themen von der Tages-Ordnung.,1
Der Bürgermeister kann auch eine Vertretung zur Sitzung vom Beirat schicken.,1
Manchmal darf der Beirat auch Fach-Leute zur Sitzung einladen.,1
Das gilt für die Einladung von Fach-Leuten: Fach-leute müssen für den Beirat notwendig sein.,1
Nur dann darf er Fachleute einladen.,1
Diese Fachleute können Selbsthilfe-Gruppen oder Vereine oder Arbeits-Gemeinschaften vertreten.,1
Paragraf 4 Wahlen und Wahlzeit und Ende von der Mitgliedschaft im Beirat So macht man die Wahl von Vertretern für Menschen mit Behinderung in den Beirat.,1
Vor der Wahl gibt es rechtzeitig eine Einladung für Kandidaten in der Zeitung.,1
So wissen alle Menschen in Pinneberg davon.,1
Kandidaten können sich selbst melden.,1
Es müssen Menschen mit Behinderung sein.,1
Die Verwaltung von Pinneberg bestimmt aus allen freiwilligen Personen einige aus.,1
Diese Personen sind der Wahl-Vorschlag.,1
Die Rats-Versammlung wählt danach 9 Beirats-Mitglieder aus dem Vorschlag.,1
Die Wahlzeit sind 4 Jahre.,1
Dann muss ein neuer Beirat gewählt werden.,1
Der alte Beirat bleibt im Amt.,1
"Das gilt, bis der neue Beirat gewählt ist.",1
Manchmal verlassen Mitglieder den Beirat während der Wahlzeit für immer.,1
Dann wählt die Rats-Versammlung ein neues Mitglied aus dem Wahl-Vorschlag.,1
Mehr zur Vorschlags-Liste steht in Paragraf 4 im 1.,1
Absatz.,1
Paragraf 5 Vorsitz und Stell-Vertretung und Beisitzende Der Beirat wählt eine Person als Vorsitz.,1
Und eine Person als Stell-Vertretung.,1
Das können Frauen oder Männer sein.,1
Die Stell-Vertretung hilft dem Vorsitz.,1
Vorsitz und Stell-Vertretung müssen Mitglied im Beirat sein.,1
Der Beirat wählt noch 2 weitere Personen.,1
Diese Personen sind dann: Beisitzende im Beirat.,1
Beisitzende beraten Vorsitz und Stell-Vertretung beim Erfüllen von Aufgaben.,1
Beisitzende müssen Mitglied im Beirat sein.,1
Paragraf 6 Sitzungen und Abstimmungen vom Beirat für Menschen mit Behinderung Sitzungen und Abstimmungen heißen auch Geschäftsgang von der Sitzung.,1
Der Beirat für Menschen mit Behinderungen trifft sich mindestens 4-mal im Jahr.,1
Der Beirat darf sich auch öfter treffen.,1
Das gilt bei notwendigen Themen.,1
Die Sitzungen sollen öffentlich sein.,1
Das bedeutet: Menschen dürfen bei den Sitzungen zusehen.,1
Manchmal darf aber niemand zuschauen.,1
Das sind dann nicht-öffentliche Sitzungen.,1
Zum Beispiel bei Abstimmungen.,1
Nicht-öffentliche Sitzungen darf es nur aus wichtigem Grund geben.,1
Wichtige Gründe sind zum Beispiel: Es geht um einzelne bestimmte Personen oder es geht um öffentliche Ruhe.,1
Der Beirat schreibt selbst Regeln auf.,1
Das sind die Regeln für die Arbeit vom Beirat.,1
Der Beirat hält sich an diese Regeln.,1
Diese Regeln heißen auch Geschäfts-Ordnung Das sind die Regeln für Abstimmungen im Beirat für Menschen mit Behinderung.,1
Abstimmen heißt auch: Beschlüsse fassen.,1
Der Beirat beschließt Sachen.,1
"Dzu muss die Mehrheit der abgegebenen Stimmen für die Sache sein: Für eine Abstimmung, müssen mindestens die Hälfte der Mitglieder anwesend sein.",1
Nur dann kann der Beirat etwas entscheiden.,1
Paragraf 7 Geschäftsführung Die Stadt Pinneberg führt die Geschäfte vom Beirat.,1
Geschäfts-Führung bedeutet: Die Stadt kauft nötige Sachen ein und bucht Räume für Treffen.,1
Paragraf 8 Aufwands-Entschädigung Die Aufwands-Entschädigung heißt Sitzungs-Geld Die Mitglieder des Beirates für Menschen mit Behinderungen machen ihre Aufgabe ehrenamtlich.,1
Ehrenamtlich bedeutet: Sie machen die Aufgabe in ihrer Freizeit.,1
Sie bekommen keinen Lohn für diese Arbeit.,1
Die Mitglieder bekommen für die Tätigkeit im Beirat eine Aufwands-Entschädigung.,1
Die Aufwands-Entschädigung ist etwas Geld.,1
Das ist kein Lohn.,1
Das ist ein Schaden-Ersatz für Arbeit in der Freizeit.,1
In einer anderen Satzung stehen Regeln für die Entschädigung für das Ehrenamt in Pinneberg.,1
Paragraf 9 Haushalt Haushalt bedeutet hier: Eigenes Geld für den Beirat.,1
Der Behinderten-Beirat in Pinneberg hat Geld.,1
Das heißt auch ein eigener Haushalt.,1
Der Beirat darf über dies Geld bestimmen.,1
Der Beirat darf Geld nur für seine Arbeit benutzen.,1
Er muss dabei die Regeln aus der Satzung beachten.,1
Die Stadt Pinneberg entscheidet: So viel Geld darf der Beirat in einem Jahr ausgeben.,1
Der Beirat entscheidet selbst: Dafür will er das Geld vom Haushalt nutzen.,1
Dabei muss sich der Beirat an die Gesetze halten.,1
Der Beirat muss für die Stadt Pinneberg eine Liste über seine Ausgaben führen.,1
Diese Liste ist der Nachweis.,1
In dem Nachweis steht: Dafür hat der Beirat an einem bestimmten Tag Geld ausgegeben.,1
Den Nachweis bekommt die Stadt Pinneberg.,1
Paragraf 10 Inkrafttreten Inkrafttreten bedeutet: Ab dann gilt diese Satzung.,1
Diese Satzung für den Beirat für Menschen mit Behinderung gilt ab dem __.__.____.,1
Der Text in Leichter Sprache ist von André Delor vom Institut für Leichte Sprache Lebenshilfe Schleswig-Holstein e.V.,1
"Kehdenstraße 2-10 24103 Kiel Den Text in Leichter Sprache haben Barbara Larsow, Markus Soika und Stefan Hoyme geprüft.",1
Die Bilder im Text sind von: Lebenshilfe für Menschen mit geistiger Behinderung Bremen e.V.,1
"Illustrator Stefan Albers, Atelier Fleetinsel, 2013 © European Easy-to-Read Logo: Inclusion Europe.",1
Mehr Informationen im Internet unter: Internetseite von Inclusion Europe,1
Erster Bericht zur Auswertung und zum Stand der Umsetzung.,1
Der Bericht ist zum Fokus Landes·aktionsplan.,1
Der kurze Name für den Aktionsplan ist Fokus-LAP 2022.,1
Der Plan ist von der Landes·regierung Schleswig-Holstein.,1
In ihm steht: So beachten wir die UN-Behinderten·rechts·konvention.,1
Der kurze Name davon ist UN-BRK.,1
Grundlagen und Entstehung des Fokus-LAP 2022 Seit dem Jahr 2006 fördert die Landes·regierung Inklusion.,1
Das beachtet die Regierung bei ihrer Politik.,1
Darum schreibt die Regierung Landes·aktionspläne.,1
Im Januar 2017 war der erste Landes·aktionsplan fertig.,1
Der erste Landes·aktionsplan heißt auch LAP 1.0.,1
Alle Menschen konnten den LAP 1.0 lesen.,1
Wer ist in der Regierung für die UN-BRK zuständig Seit 2017 ist der Minister·präsident zuständig für die UN-BRK.,1
Der Minister·präsident hat gesagt: Die UN-BRK ist eine wichtige Aufgabe für die Staats·kanzlei.,1
Die Staatskanzlei ist ein Ministerium für viele Aufgaben.,1
Für die UN-BRK gibt es in der Staatskanzlei eine zuständige Stelle.,1
Für die UN-BRK ist das Referat 26 von der Staatskanzlei zuständig.,1
Ein Referat in der Staatskanzlei ist eine Gruppe von Menschen.,1
Die Menschen bearbeiten bestimmte Aufgaben.,1
Das Referat 26 ist die staatliche Anlauf·stelle zur UN-BRK.,1
Diese staatliche Anlauf·stelle heißt auch Focal Point.,1
Menschen können die Anlauf-stelle fragen.,1
Inklusion ist wichtig für Schleswig-Holstein.,1
Überall soll es Inklusion geben.,1
Das heißt auch Inklusive Lebens·verhältnisse.,1
Dafür gibt es 2 wichtige Mittel: der Fonds für Barrierefreiheit.,1
Ein Fonds ist eine bestimmte Menge Geld.,1
Im Fonds für Barrierefreiheit sind 21 Millionen Euro.,1
den 1.,1
und 2.,1
Landes·aktionsplan.,1
Die Idee zur Bearbeitung vom Landes·aktionsplan.,1
Die Staatssekretäre und Staatssekretärinnen treffen sich.,1
Bei den Treffen besprechen sie verschiedene Themen.,1
Sie haben auch über den LAP 1.0 gesprochen.,1
Das war im März 2018 und im April 2019.,1
Sie haben beschlossen: es soll einen neuen Landes·aktionsplan geben.,1
Es gab eine Überprüfung vom Landes·aktionsplan.,1
Fachleute haben den LAP 1.0 geprüft.,1
Es gibt einen Bericht über die Ergebnisse von der Prüfung.,1
Der Bericht wurde am 30.,1
November 2019 vorgestellt.,1
Mehr dazu können Sie in schwerer Sprache in der Drucksache 19/2194 vom Landtag lesen.,1
Die Ergebnisse von der Prüfung waren wichtig.,1
Sie wurden für den neuen Landes·aktionsplan beachtet.,1
Der neue Plan heißt Fokus-LAP 2022.,1
Fokus bedeutet – etwas wird besonders beachtet.,1
Im Aktionsplan geht es um bestimmte Maßnahmen.,1
Es sollen nicht zu viele Maßnahmen sein.,1
Der Fokus-LAP 2.0 soll die UN-BRK beachten.,1
Die UN-BRK soll in Schleswig-Holstein umgesetzt werden.,1
So wurde der Fokus- LAP 2.0 geschrieben.,1
Der Plan für den Fokus-LAP wurde am 9.,1
März 2020 beschlossen.,1
Es gab 2 Stufen beim Schreiben vom Fokus-LAP.,1
Das heißt auch Prozess zum neuen Fokus-LAP.,1
Die Handlungsfelder im neuen Fokus-LAP.,1
Im LAP 1.0 gab es 10 Handlungsfelder.,1
Diese 10 Handlungsfelder gibt es auch im Fokus-LAP.,1
Zusätzlich gibt es ein neues Handlungsfeld 0.,1
Das neue Handlungsfeld ist für besondere Ziele und Maßnahmen.,1
Solche Ziele und Maßnahmen sind viele Menschen wichtig.,1
So wird die UN-BRK besonders gut umgesetzt.,1
Ein Beispiel sind die Bildungsfachkräfte an der Universität Kiel.,1
Die Ministerien haben Ziele aufgeschrieben.,1
Mit den Zielen soll die UN-BRK umgesetzt werden.,1
UN-BRK bedeutet: Übereinkommen über die Rechte von Menschen mit Behinderungen.,1
Für jedes Ministerium gilt: Es gibt 2 bis 3 langfristige Ziele.,1
Für jedes Ziel gibt es 5 bis 8 Maßnahmen Die Ministerien haben die Maßnahmen geplant.,1
Ministerien sind in diesem Text die Staatskanzlei und andere Ministerien.,1
Mit den Maßnahmen wollen Ministerien Ziele erreichen.,1
Die Maßnahmen haben ab 2021 oder 2022 angefangen.,1
Sie passen auch zu den 10 Handlungs·feldern aus dem LAP 1.0.,1
Viele Maßnahmen sind für 2 bis 3 Handlungs·felder wichtig.,1
Die 2.,1
Stufe zum neuen Fokus-LAP Die Maßnahmen kamen von den Ministerien.,1
Der Focal Point hat Maßnahmen zu den Zielen zugeordnet.,1
Der Focal Point ist ein Referat der Staatskanzlei.,1
Ein Referat ist eine Gruppe von Menschen mit einer Aufgabe.,1
So wurde der Entwurf zum Fokus-LAP 2022 geschrieben.,1
Der Entwurf wurde am 5.,1
März 2021 vorgestellt.,1
Dazu gab es eine öffentliche Veranstaltung im Internet.,1
Beteiligung von Menschen und Gruppen am Fokus-LAP.,1
Bei den Maßnahmen haben viele Menschen und Gruppen mitgemacht: Menschen mit Behinderungen Gruppen von Menschen mit Behinderungen.,1
der Landesbeauftragte für Menschen mit Behinderungen.,1
Schwerbehinderten·vertretungen in der Verwaltung Inklusions·beauftragte von Ministerien.,1
Die Menschen konnten eine Internet seite nutzen.,1
Das war die BOB.SH-Beteiligungs·plattform.,1
Dort gab es alle Entwürfe und Ziele.,1
Es gab sie als barrierefreie PDF-Dokumente.,1
Es gab sie auch in Leichter Sprache.,1
Und es gab sie als Filme mit Gebärdensprache.,1
Alle Menschen und Gruppen konnten Stellungnahmen abgeben.,1
Das ging bis zum 31.,1
Mai 2021.,1
Es gab mehr als 300 Ideen und Hinweise.,1
Viele Ideen konnten von den Ministerien beachtet werden.,1
Für jede Idee gab es eine Antwort.,1
Der Fokus-Landes·aktionsplan 2022 ist fertig Die Maßnahmen von den Ministerien sind zusammen der Fokus-Landesaktionsplan 2022.,1
Das kurze Wort dafür ist Fokus-LAP 2022.,1
Insgesamt gibt es 53 Maßnahmen im Plan.,1
Die Ministerien kümmern sich selbst um ihre Maßnahmen.,1
Die Regierung mit den Ministern und Ministerinnen hat dem Plan zugestimmt.,1
Der Landtag hat auch über den Fokus-LAP 2022 geredet.,1
Im Januar 2022 wurde der Plan den Menschen im Land vorgestellt.,1
Online-Datenbank zur UN-BRK und der Fokus-LAP 2022 im Landes·portal Alle Menschen in Schleswig-Holstein sollen den Fokus-LAP kennen.,1
Alle Infos zum Fokus-LAP soll es im Computer geben.,1
Und wichtige Infos zur UN-BRK.,1
Alle sollen diese Daten benutzen können.,1
Dafür wurde eine Datenbank im Internet veröffentlicht.,1
Regelmäßig kommen neue Infos in die Online-Datenbank.,1
Die Online-Datenbank ist fertig.,1
Im Jahr 2022 wurde die Online-Datenbank erstellt.,1
Diese Datenbank ist eine Sammlung von Texten im Internet.,1
Alle Maßnahmen aus dem Fokus-LAP 2022 sind in der Datenbank.,1
Und viele andere Daten.,1
Alle Menschen können die Online-Datenbank benutzen.,1
In der Datenbank können Menschen Daten suchen.,1
Dafür hat sie verschiedene Such·funktionen.,1
Und sie ist barrierefrei und einfach zu bedienen.,1
So bearbeitet das Land die Online-Datenbank: In den Ministerien kümmern sich Personen um die Daten.,1
Und sie geben neue Daten ein.,1
Sie können auch neue Maßnahmen einfügen.,1
Menschen und Gruppen können Maßnahmen vorschlagen.,1
Einige Maßnahmen sind vielleicht beendet.,1
Sie bleiben bis zur nächsten Überprüfung in der Datenbank.,1
Danach werden sie aus der Datenbank gelöscht.,1
Die aktuellen Daten können Sie im Internet auf www.schleswig-holstein.de/unbrk finden.,1
Daten in der Online-Datenbank zur UN-BRK sind immer aktuell Viele Menschen sollen die Datenbank zum Fokus-LAP benutzen.,1
Der Fokus-LAP soll weiter bearbeitet werden.,1
Damit er immer aktuell ist.,1
Das heißt auch fortschreiben.,1
Es gibt dafür einen Plan zum Fokus-LAP.,1
In der Online-Datenbank finden Sie auch: Änderungen bei Maßnahmen vom Fokus-LAP.,1
So kann man für die ganze Zeit seit 2022 prüfen: Wie gut wurden der Fokus-LAP und die UN-BRK beachtet?,1
Im Jahr 2024 sollte es Änderungen am Fokus-LAP in der Datenbank geben.,1
Dafür sollten Ministerien und Staatskanzlei einige Sachen machen.,1
Alle Ministerien haben geprüft: Wer ist im Ministerium für die Datenbank zuständig?,1
Alle Maßnahmen in der Datenbank wurden geprüft.,1
"So weiß man, was schon gemacht wurde.",1
Es sollte neue Maßnahmen und Ziele geben.,1
Die Maßnahmen sollten bis 12.,1
Juli 2024 fertig sein.,1
Einige Ministerien sind noch nicht fertig.,1
Für einige Ministerien war die Zeit zu kurz.,1
Der Zeitplan für Änderungen am Fokus-LAP 2022 wurde geändert.,1
Die Staatenprüfung von Deutschland im Jahr 2023 Die Vereinten Nationen sind eine große Gruppe.,1
Dort treffen sich Vertreter von fast allen Staaten.,1
Das kurze Wort für Vereinte Nationen ist UN.,1
Die UN machen Regeln.,1
Zum Beispiel die UN-BRK.,1
Das ist die UN-Behinderten·rechte·konvention.,1
Staaten müssen sich an diese Regeln halten.,1
Das überprüfen Fachleute für die Vereinten Nationen.,1
"Eine Gruppe prüft, wie Staaten die UN-BRK beachten.",1
Diese Gruppe heißt Fachausschuss.,1
Deutschland musste dafür einen Bericht zur UN-BRK abgeben.,1
Schleswig-Holstein hat an dem Bericht mitgearbeitet.,1
Die Prüfung durch den Fachausschuss heißt Staaten·prüfung.,1
Im Jahr 2023 gab es eine Staaten·prüfung für Deutschland.,1
Ergebnisse von der Staaten·prüfung Der Fachausschuss von den UN hat einen Bericht geschrieben.,1
Das war im Oktober 2023.,1
Der Bericht ist über die Staaten·prüfung von Deutschland.,1
Der Bericht heißt Abschließende Bemerkungen.,1
Viele Sachen waren bei der Staatenprüfung noch nicht gut.,1
Dort wird die UN-BRK nicht genug beachtet.,1
Das gilt auch für Schleswig-Holstein.,1
In den abschließenden Bemerkungen stehen auch Empfehlungen.,1
So kann Schleswig-Holstein die UN-BRK besser beachten.,1
Geplante Veränderungen am Fokus-LAP Der Fokus-LAP 2022 sollte an neue Sachen angepasst werden.,1
Das fanden einige Ministerien in Schleswig-Holstein zu schnell.,1
Die Regierung von Schleswig-Holstein hat festgelegt: Sie will die abschließenden Bemerkungen beachten.,1
Darum wurde der Plan für Änderungen am Fokus-LAP verändert.,1
Plan zu Änderungen am Fokus-LAP Die Landesregierung will die abschließenden Bemerkungen beachten.,1
Diese Bemerkungen sind gut für die Rechte von Menschen mit Behinderungen.,1
So soll es mehr Inklusion geben.,1
Die Ministerien sollen neue Maßnahmen und Ziele entwickeln.,1
Das soll ab dem Jahr 2025 passieren.,1
So kann man den Fokus-LAP 2022 noch verbessern.,1
Der neue Zeit·plan Es soll Änderungen am Fokus-LAP 2022 geben.,1
Dafür gibt es einen neuen Zeitplan.,1
Die Ministerien planen neue Ziele zum Fokus LAP- Und sie überlegen sich Maßnahmen zum Fokus-LAP.,1
Sie schreiben die Ziele und Maßnahmen auf.,1
Einige Ministerien haben schon Vorschläge gemacht.,1
Der Focal Point spricht mit allen Ministerien.,1
So soll der Fokus-LAP besser werden.,1
Die Staats·kanzlei hat einen Bericht geschrieben.,1
Die Staatskanzlei hat einen Bericht geschrieben.,1
Der Bericht ist die 1.,1
Auswertung zum Thema: Welche Maßnahmen wurden bearbeitet?,1
Er heißt auch Evaluation·bericht- Beratung zur 1.,1
Auswertung zum Fokus-LAP.,1
Der Bericht wird bei einer Besprechung vorgestellt.,1
Bei der Besprechung sind Staats·sekretäre und Staats·sekretärinnen.,1
Die Landesbeauftragte für Menschen mit Behinderungen ist auch dabei.,1
Der Bericht soll den Menschen bei der Besprechung helfen.,1
So können sie neue Ziele für den Fokus-LAP aufschreiben.,1
Damit wird im Jahr 2025 der Fokus-LAP bearbeitet.,1
Das soll im Jahr 2025 passieren: Die Ministerien bearbeiten die Texte zu Maßnahmen in der Online-Datenbank.,1
Sie verändern die Texte zum Beispiel.,1
Die Ministerien schreiben auch neue Ziele auf.,1
Und sie planen höchstens 3 neue Maßnahmen.,1
Alle Menschen im Land helfen dabei.,1
Das passiert vor dem 31.,1
Oktober 2025.,1
Neue Schwerpunkte und Maßnahmen werden bestimmt.,1
Das passiert bei einem Treffen.,1
Das Treffen ist spätestens am Anfang vom Jahr 2026.,1
Den Bericht über die Änderungen bekommen die Regierung und der Sozial·ausschuss des Landtages.,1
Im Jahr 2026 geht die Umsetzung der UN-BRK weiter.,1
Die Beteiligung der Menschen ist auch in Zukunft wichtig.,1
Die UN-BRK-Datenbank wird weiter angepasst.,1
Das ist der Plan von der Landesregierung.,1
Dieser Plan heißt auch Inklusion·strategie.,1
Im Jahr 2026 gibt es die 2.,1
Prüfung zur Umsetzung der UN-BRK in Schleswig-Holstein.,1
Die Landesbeauftragte für Menschen mit Behinderungen ist auch die Monitoring-Stelle.,1
Das steht im Landes·behinderten·gleichstellungs·gesetz.,1
Die Monitoring-Stelle prüft die Umsetzung der UN-BRK.,1
Fachleute werden einen Bericht zur 2.,1
Prüfung schreiben.,1
Der Ministerpräsident und die Landesbeauftragte bekommen den Bericht zur 2.,1
Prüfung.,1
Dafür gibt es im Jahr 2027 eine Veranstaltung.,1
Im Jahr 2027 plant die Regierung weiter zur Inklusion.,1
So will sie die UN-BRK noch besser beachten.,1
Dafür ist de Bericht zur 2.,1
Prüfung wichtig.,1
Und die Empfehlungen aus der Staatenprüfung von 2023.,1
Und die 10 Inklusionspunkte aus dem Fokus LAP 2022.,1
Status-Auswertung der ersten Aktualisierung der 53 Maßnahmen – Stand 30.,1
Juli 2024 Im Fokus-LAP 2022 gibt es 53 Maßnahmen.,1
Diese Maßnahmen sollen gemacht werden.,1
Das heißt auch umgesetzt werden.,1
Der Fokal Point hat nachgeschaut: welche Maßnahmen wurden umgesetzt?,1
Und was hat sich seit 2023 geändert?,1
Es gibt eine Liste mit allen 53 Maßnahmen.,1
Mehr Infos zu allen Maßnahmen finden Sie im Internet in der Online-Datenbank unter www.schleswig-holstein.de/unbrk .,1
Übersicht zu den Maßnahmen von den Ministerien Hier können Sie Infos zu allen Maßnahmen lesen.,1
Sie können vergleichen: Welche Maßnahmen waren am 8.,1
Mai 2023 umgesetzt?,1
Und welche Maßnahmen waren am 30.,1
Juli 2024 umgesetzt?,1
Und wie waren die Maßnahmen an diesen Tagen umgesetzt?,1
Das ist das Ergebnis von der Auswertung für die Staatskanzlei: 9 Maßnahmen waren im Jahr 2023 begonnen worden.,1
Im Jahr 2024 sind von den 9 Maßnahmen 4 Maßnahmen fertig 4 Maßnahmen weiter begonnen 1 Maßnahme wird nicht mehr durchgeführt 1 andere Maßnahme wird weiter immer laufend umgesetzt.,1
"Das ist das Ergebnis von der Auswertung für das Ministerium für Inneres, Kommunales, Wohnen und Sport: Bei den 4 Maßnahmen gab es keine Änderung vom Jahr 2023 zum Jahr 2024.",1
Das ist das Ergebnis von der Auswertung für das Ministerium für Justiz und Gesundheit: 6 Maßnahmen waren im Jahr 2023 begonnen worden.,1
Im Jahr 2024 sind von den 6 Maßnahmen 3 Maßnahmen fertig.,1
3 Maßnahmen weiter begonnen.,1
1 andere Maßnahme war bereits im Jahr 2023 fertig.,1
"Das ist das Ergebnis von der Auswertung für das Ministerium für Bildung, Wissenschaft, Forschung und Kultur: 6 Maßnahmen waren im Jahr 2023 geplant.",1
Im Jahr 2024 sind von den 6 Maßnahmen 2 Maßnahmen fertig.,1
1 Maßnahmen begonnen.,1
3 Maßnahmen noch immer geplant.,1
1 andere Maßnahme war im Jahr 2023 geplant und ist im Jahr 2024 begonnen worden.,1
"Das ist das Ergebnis von der Auswertung für das Ministerium für Energiewende, Klimaschutz, Umwelt und Natur: Im Jahr 2023 waren 4 Maßnahmen begonnen worden.",1
Im Jahr 2024 sind von den 4 Maßnahmen 1 Maßnahme fertig 3 Maßnahmen weiter begonnen.,1
Das ist das Ergebnis von der Auswertung für das Finanz·ministerium: Im Jahr 2023 waren 4 Maßnahmen begonnen.,1
Im Jahr 2024 sind von den 4 Maßnahmen 3 Maßnahmen laufend umgesetzt 1 Maßnahme weiter begonnen.,1
Im Jahr 2023 war 1 Maßnahme geplant.,1
Diese Maßnahme ist im Jahr 2024 fertig.,1
"Das ist das Ergebnis von der Auswertung für das Ministerium für Wirtschaft, Verkehr, Arbeit, Technologie und Tourismus: Im Jahr 2023 waren 6 Maßnahmen begonnen.",1
Im Jahr 2024 sind von den 6 Maßnahmen 2 Maßnahmen nicht weiter umgesetzt 1 Maßnahme laufend umgesetzt 1 Maßnahme fertig 2 Maßnahmen weiter geplant.,1
"Das ist das Ergebnis von der Auswertung für das Ministerium für Soziales, Jugend, Familie, Senioren, Integration und Gleichstellung: Im Jahr 2023 waren 5 Maßnahmen begonnen.",1
Im Jahr 2024 sind von den 5 Maßnahmen 1 Maßnahme fertig 1 Maßnahme laufend umgesetzt.,1
3 Maßnahmen weiter begonnen.,1
"Das ist das Ergebnis von der Auswertung für das Ministerium für Landwirtschaft, ländliche Räume, Europa und Verbraucherschutz: Im Jahr 2023 waren 5 Maßnahmen begonnen.",1
Im Jahr 2024 sind von den 5 Maßnahmen 2 Maßnahmen abgeschlossen.,1
3 Maßnahmen weiter begonnen.,1
Gesamtergebnis der Landesregierung: Hier können Sie die Umsetzung von allen Maßnahmen für die Jahre 2023 und 2024 lesen.,1
"Und sie können lesen: So wäre der Anteil, wenn es 100 Maßnahmen geben würde.",1
Mit dieser Zahl kann man die Ergebnisse auch in Zukunft gut vergleichen.,1
Das war der Stand zur Umsetzung von Maßnahmen aus dem Fokus-LAP am 8.,1
Mai 2023 8 Maßnahmen waren geplant.,1
Das wären ungefähr 15 von 100 Maßnahmen.,1
43 Maßnahmen waren begonnen.,1
Das wären ungefähr 81 von 100 Maßnahmen.,1
1 Maßnahme war fertig.,1
Das wären ungefähr 2 von 100 Maßnahmen.,1
Keine Maßnahme wurde nicht umgesetzt.,1
Insgesamt gab es 53 Maßnahmen.,1
Das war der Stand zur Umsetzung von Maßnahmen aus dem Fokus-LAP am 30.,1
Juli 2024 4 Maßnahmen waren geplant.,1
Das wären ungefähr 8 von 100 Maßnahmen.,1
45 Maßnahmen waren begonnen.,1
Das wären ungefähr 45 von 100 Maßnahmen.,1
16 Maßnahmen war fertig.,1
Das wären ungefähr 30 von 100 Maßnahmen.,1
6 Maßnahmen wurden laufend umgesetzt.,1
Das bedeutet: Sie werden im Alltag immer beachtet.,1
Das wären ungefähr 11 von 100 Maßnahmen.,1
3 Maßnahmen wurden nicht umgesetzt.,1
Das wären ungefähr 6 von 100 Maßnahmen.,1
Insgesamt gab es 53 Maßnahmen.,1
Gesamtergebnis Bis zum 30.,1
"Juli 2024 wurden sehr viele Maßnahmen angefangen, fertiggestellt oder laufend umgesetzt.",1
Anlage: Die einzelnen Maßnahmen von den Ministerien und der Staatskanzlei finden Sie im Landesportal unter www.schleswig-holstein.de/unbrk Dieses Dokument gibt es auch in schwerer Sprache.,1
Zu diesem Dokument gibt es eine Tabelle zur Übersicht.,1
In der Übersicht finden Sie alle 53 Maßnahmen.,1
Und Anmerkungen zur Umsetzung.,1
"Diesen Text haben Markus Küßner, Staatskanzlei Referat 26 und Susan Kagelmacher, Staatskanzlei Referat 26 geschrieben.",1
Der Text in Leichter Sprache ist von André Delor vom Institut für Leichte Sprache Lebenshilfe Schleswig-Holstein e.V.,1
"Kehdenstraße 2-10 24103 Kiel Den Text in Leichter Sprache haben Barbara Larsow, Christine Engels und Markus Soika geprüft.",1
Die Bilder im Text sind von: Lebenshilfe für Menschen mit geistiger Behinderung Bremen e.V.,1
"Illustrator Stefan Albers, Atelier Fleetinsel, 2013 © European Easy-to-Read Logo: Inclusion Europe.",1
Mehr Informationen im Internet unter: Internetseite von Inclusion Europe,1
Vorlage für eine Besprechung der Staatssekretärinnen und Staatssekretäre (Termin folgt) Erster interner Evaluations- und Sachstandsbericht zum Fokus-Landesaktionsplanes (Fokus-LAP 2022) der Landesregierung zur Umsetzung der UN-Behindertenrechtskonvention (UN-BRK) 1.,1
Ausgangslage zur Entstehung des Fokus-LAP 2022 Seit 2006 richtet die Landesregierung ihre Politik – und damit bereits vor Inkrafttreten der UN-BRK im Jahr 2009 – an der Leitorientierung der Inklusion aus.,1
Im Januar 2017 ist der erste Landesaktionsplan (LAP 1.0) zur Umsetzung der UN-BRK vorgelegt worden.,1
Mit der organisatorischen Verankerung des Focal Points (staatliche Anlaufstelle) nach Art.,1
33 Abs.,1
